Kunta,C,100;Mjtunnus,N,10,0;Kohdenimi,C,100;Ajoitus,C,254;Tyyppi,C,100;Alatyyppi,C,100;Laji,C,100;I,N,31,15;P,N,31,15;Paikannust,N,10,0;Paikannu00,N,10,0;Selite,C,254;Tuhoutunut,C,100;Luontipvm,D;Muutospvm,D;Zala,N,14,2;Zylä,N,14,2;Vedenalain,C,1
Parainen;2273;Tukkiproomu;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;189449.466;6645551.67;11004;0;Hyvin epämääräinen sanallinen kuvaus. Tarkempaa paikannusta pyydetty ilmoittajalta syksyllä 2004, mutta ei saatu.;Ei;08.11.04;28.01.11;0.00;0.00;k
Salo;2236;Puolakkajärvi;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;277278.998;6682289.365;11003;0;Paikannettu ilmoittajan lähettämän kartan perusteella Kansalaisen karttapaikan avulla;Ei;30.06.04;28.01.11;0.00;0.00;k
Lappeenranta;2237;Keskuskari;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;564495.028;6771055.023;11003;0;Paikannettu sanallisen kuvauksen ja annettujen koordinaattien perusteella.;Ei;30.06.04;28.01.11;0.00;0.00;k
ei kuntatietoa;2499;Avomerihylky;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;444549.935;6641821.481;11002;0;Merenkulkulaitoksen ilmoittamat koordinaatit.;Ei;13.04.07;28.01.11;0.00;0.00;k
ei kuntatietoa;2440;Rusalka;historiallinen;alusten hylyt;hylyt (metalli);kiinteä muinaisjäännös;381590.288;6638308.58;11002;0;paikannettu hylyllä 2003 sukeltaneen sukeltajan antamien koordinaattien mukaan kansalaisen karttapaikan avulla;Ei;08.02.05;28.01.11;0.00;0.00;k
Sipoo;1011;Löparösund;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;414105.004;6678568.543;11002;0;karttaliitteen mukaan paikannettu;Ei;16.10.01;28.01.11;0.00;0.00;k
Loviisa;2505;Svansjö;historiallinen;alusten hylyt;ei määritelty;muu kohde;455918.176;6680006.169;11003;0;Kohde paikannettu Suomen merimuseon vanhan hylkyluettelon koordinaattien mukaan Kansalaisen karttapaikan avulla;Ei;04.05.07;28.01.11;0.00;0.00;k
Kotka;2507;Kilpisaari 2;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;516284.856;6682564.44;11004;0;Suomen merimuseon vanhassa hylkyluettelossa olevat koordinaatit muunnettu Kansalaisen karttapaikan avulla.;Ei;08.05.07;28.01.11;0.00;0.00;k
Kouvola;2512;Pessankoski;historiallinen;alusten hylyt;ei määritelty;muu kulttuuriperintökohde;482401.16;6753842.578;11003;0;Paikannettu ilmoittajan lähettämän kartan mukaan Kansalaisen karttapaikan avulla.;Ei;15.06.07;28.01.11;0.00;0.00;k
Helsinki;2468;Mustikkamaa 3;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;387987.536;6673096.612;11002;0;Paikannettu meriarkeologian yksikön Pekka Paanasalon ilmoittamien koordinaattien mukaan Kansalaisen karttapaikan avulla;Ei;08.04.05;28.01.11;0.00;0.00;k
Kouvola;2472;Vekaranjärvi Muukonlahti;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;500840.646;6774745.253;11003;0;Löytäjän kartalle merkitsemälle pisteelle on arvioitu koordinaatit Kansalaisen karttapaikan avulla.;Ei;12.01.06;28.01.11;0.00;0.00;k
ei kuntatietoa;2486;Selkämeren hylky;ei määritelty;alusten hylyt;ei määritelty;muu kohde;111486.142;6766395.777;11002;0;Koordinaattitieto on peräisin Fingrid Oy:ltä, joka havaitsi kohteen pohjankartoituksessa.;Ei;10.11.06;28.01.11;0.00;0.00;k
Kokkola;2431;Yxpilagloppet;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;303183.854;7086935.925;11002;0;Paikannettu ilmoittajan antamien koordinaattien ja sanallisen kuvauksen perusteella.;Ei;07.02.05;28.01.11;0.00;0.00;k
Joensuu;2435;Tervaniemi;historiallinen;alusten hylyt;hylyt (puu);muu kohde;660135.699;6965154.231;11000;0;Paikannettu epämääräisen sanallisen kuvauksen ja kartan perusteella.;Ei;07.02.05;28.01.11;0.00;0.00;k
Kemiönsaari;2346;Strömman kanava 2;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;271068.505;6679422.489;11002;0;Paikannettu J. Sulkun antamien koordinaattien ja kartan perusteella.;Ei;26.11.04;28.01.11;0.00;0.00;k
Kuortane;2300;Ylijoki Lapuanjoki;historiallinen;alusten hylyt;ruuhet;kiinteä muinaisjäännös;322443.604;6958036.777;11002;0;Paikannettu maastokarttaan tehdyn merkinnän perusteella.;Ei;12.11.04;28.01.11;0.00;0.00;k
Maalahti;2419;Avomerihylky;historiallinen;alusten hylyt;ei määritelty;muu kohde;165148.479;7028886.713;11001;0;Paikannettu MKL:n merenmittaustoimiston ilmoittamien koordinaattien perusteella.;Ei;04.02.05;28.01.11;0.00;0.00;k
Kirkkonummi;2423;Vega;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;352728.825;6651521.113;11002;0;Paikannettu MKL:n tutkimuslaitoksen ilmoittamien koordinaattien ja sanallisen kuvauksen perusteella.;Ei;04.02.05;28.01.11;0.00;0.00;k
Espoo;2371;Pikku Majaslampi;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;366969.904;6689611.865;11003;0;Ei tarkempaa tietoa löytöpaikasta.;Ei;01.12.04;28.01.11;0.00;0.00;k
Hanko;2325;Louhi;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;281410.643;6622543.39;11004;0;Paikannettu Vaheri-Hyvärinen-Saari 1996 antamien koordinaattien perusteella.;Ei;19.11.04;28.01.11;0.00;0.00;k
Raasepori;2297;Södernäs 1;ei määritelty;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;283477.637;6656803.634;11002;0;Paikannettu karttaliitteen ja koordinaattien perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
ei kuntatietoa;2279;Avomeri Itäinen Suomenlahti;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;487130.658;6669794.436;11001;0;Paikannettu MKL:n merenmittaustoimiston ilmoittamien koordinaattien mukaan.;Ei;08.11.04;28.01.11;0.00;0.00;k
Pori;2233;Halkokari;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;210919;6823097;11002;0;Paikannettu sanallisen selostuksen ja GPS-koordinaattien perusteella.;Ei;20.10.03;18.12.17;0.00;0.00;k
Turku;2244;Airisto 1;historiallinen;alusten hylyt;hylyt (puu);muu kohde;229797.984;6699596.174;11001;0;Paikannettu merenkulkulaitoksen ilmoittamien koordinaattien ja tarkastussukelluskartan perusteella.;Ei;03.11.04;28.01.11;0.00;0.00;k
Turku;2248;Eerikvalla;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;231020.49;6699454.235;11001;0;Paikannettu MKL:n merenmittaustoimiston ilmoittamien koordinaattien ja tarkastussukelluskartan perusteella.;Ei;03.11.04;28.01.11;0.00;0.00;k
Porvoo;2239;Munin;historiallinen;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;418251.478;6650060.038;11002;0;Paikannettu MKL:n mittaustoimiston antamien koordinaattien mukaan.;Ei;12.07.04;28.01.11;0.00;0.00;k
Äänekoski;2166;Äänejärvi 4;historiallinen;alusten hylyt;ei määritelty;muu kohde;435044.403;6942625.426;11002;0;Paikannettu WGS84-koordinaattien mukaan;Ei;10.01.02;28.01.11;0.00;0.00;k
Ylöjärvi;2147;Kähmä 1;historiallinen;alusten hylyt;ei määritelty;muu kohde;328832.421;6866154.725;11003;0;Paikannettu sanallisen selostuksen perusteella, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Ruovesi;2150;Ahto;historiallinen;alusten hylyt;hylyt (puu);muu kohde;345368.721;6878472.845;11003;0;Paikannettu sanallisen selosteen perusteella, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Tampere;2155;Pohtola 1;historiallinen;alusten hylyt;ei määritelty;muu kohde;323404.772;6827076.402;11004;0;Paikannettu sanallisen selitteen mukaan, ei tarkempia paikkatietoja;Ei;09.01.02;28.01.11;0.00;0.00;k
Raasepori;2157;Iso Simijärvi 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;309809.963;6675228.371;11001;0;Paikannettu koordinaattien avulla;Ei;09.01.02;28.01.11;0.00;0.00;k
Parainen;2267;Vrakgrundet 1;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;184815.351;6640905.508;11002;0;Paikannettu ilmoittajan karttapiirroksen perusteella.;Ei;05.11.04;28.01.11;0.00;0.00;k
ei kuntatietoa;2278;Avomeri Itäinen Suomenlahti;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;490414.339;6669419.607;11001;0;Paikannettu MKL:n merenmittaustoimiston ilmoittamien koordinaattien mukaan.;Ei;08.11.04;28.01.11;0.00;0.00;k
Äänekoski;2165;Äänejärvi  3;historiallinen;alusten hylyt;ei määritelty;muu kohde;435039.402;6942623.426;11002;0;Paikannettu WGS84-koordinaattien mukaan;Ei;10.01.02;28.01.11;0.00;0.00;k
Kokkola;2428;Bågast;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;301915.37;7086061.272;11002;0;Paikannettu ilmoittajan antamien koordinaattitietojen ja sanallisen kuvauksen perusteella.;Ei;07.02.05;28.01.11;0.00;0.00;k
Kokkola;2429;Soldatskär itäranta;historiallinen;alusten hylyt;hylyt (puu);löytöpaikka;309901.149;7088452.337;11002;2;Kokkolan museon ilmoitus 2015;Ei;07.02.05;06.02.17;0.00;0.00;k
Kokkola;2432;Åkö strömmen;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;299188;7081485;11002;0;paikannettu K.H.Renlundin museon antaman sijaintikartan mukaan kansalaisen karttapaikan avulla;Ei;07.02.05;07.07.17;0.00;0.00;k
Espoo;2374;Sorlammen ruuhi 2;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;368285.411;6682466.75;11002;0;Paikannettu ilmoittajan karttaliitteen perusteella.;Ei;01.12.04;28.01.11;0.00;0.00;k
Kirkkonummi;2241;Komsomolets;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;355023.997;6633349.433;11002;0;Paikannettu Merenkulkulaitoksen monikeilainluotauksen perusteella ilmoittamien koordinaattien mukaan.;Ei;18.08.04;28.01.11;0.00;0.00;k
Kirkkonummi;2170;Kallbådan itäpuoli;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;349766.08;6639790.82;11002;0;Paikannettu koordinaattien avulla, epätarkat paikkatiedot;Ei;11.01.02;28.01.11;0.00;0.00;k
Helsinki;2179;Pohjoissatama 3;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);386867.99;6672275.939;11002;0;Paikannettu karttaliitteen avulla;Ei;14.01.02;28.01.11;0.00;0.00;k
Ylöjärvi;2138;Vahantalahti;historiallinen;alusten hylyt;hylyt (puu);muu kohde;320734;6834831;11003;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;27.07.18;0.00;0.00;k
Virrat;2146;Romppaansalmi;historiallinen;alusten hylyt;hylyt (puu);muu kohde;332103.99;6892575.119;11003;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Lohja;2159;Kivimäen Kaita;ajoittamaton;alusten hylyt;hylyt (puu);muu kohde;322171.886;6696729.791;11003;0;Paikannettu sanallisen selostuksen mukaan, paikkatiedot puutteellisia;Ei;09.01.02;28.01.11;0.00;0.00;k
Muurame;2061;purjelaiva Anna;historiallinen;alusten hylyt;hylyt (puu);muu kohde;430751.363;6886037.167;11004;0;Paikannettu sanallisen selosteen mukaan, epätarkat paikkatiedot;Ei;28.12.01;28.01.11;0.00;0.00;k
Hanko;2530;Russarön kaakkoispuoli;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;278995.583;6629265.685;11002;0;Paikannettu ilmoittajan antamien koordinaattien mukaan Kansalaisen karttapaikan avulla.;Ei;19.09.07;28.01.11;0.00;0.00;k
Kokkola;2508;Mathilda;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;328401.644;7109105.112;11003;0;paikannettu ilmoittajan lähettämän kartan mukaan Kansalaisen karttapaikan avulla;Ei;15.05.07;28.01.11;0.00;0.00;k
Kemiönsaari;2466;Slätskäret;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;249027.543;6643526.792;11003;0;Paikannettu J. Sulkun kartan (perustuu Vaheri-Hyvärinen-Saari 1996 karttaan?) kartan perusteella;Ei;22.03.05;28.01.11;0.00;0.00;k
Hanko;2329;Låglandet lounaispuoli;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;271468.568;6635797.016;11002;0;Paikannettu J. Sulkun ilmoittamien koordinaattien ja kartan mukaan.;Ei;19.11.04;28.01.11;0.00;0.00;k
Parainen;2344;Norrsund;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;232278.032;6690828.712;11002;0;Paikannettu J. Sulkun kartan perusteella.;Ei;22.11.04;28.01.11;0.00;0.00;k
Helsinki;2177;Pohjoissatama 1;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);386900.979;6672373.902;11002;0;Paikannettu karttaliitteen avulla;Ei;14.01.02;28.01.11;0.00;0.00;k
Kemiönsaari;2333;Mjösund 2;ei määritelty;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;248486.557;6683001.936;11002;0;Paikannettu J. Sulkun karttapiirroksen perusteella.;Ei;19.11.04;28.01.11;0.00;0.00;k
Kotka;2277;Kilpisaari 1;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;516033.979;6679000.868;11001;0;Paikannettu MKL:n merenmittaustoimiston ilmoittamien koordinaattien perusteella.;Ei;08.11.04;28.01.11;0.00;0.00;k
Kustavi;2281;Katanpää;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;182006.999;6734050.098;11002;0;Paikannettu sanallisen kuvauksen ja karttapiirroksen perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
Espoo;2282;JutŽn Feldtman;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;379603.034;6648011.668;11001;0;Paikannettu merenmittaustoimiston ilmoittamien koordinaattien perusteella, WGS-84 koordinaatit mitattu GPS:llä hylyn päältä tarkastussukelluksen yhteydessä.;Ei;10.11.04;28.01.11;0.00;0.00;k
ei kuntatietoa;2283;Gordyij-LKN;historiallinen;alusten hylyt;hylyt (metalli);muu kulttuuriperintökohde;351563.394;6631637.102;11001;0;Paikannettu MKL:n Merenmittaustoimiston ilmoittamien koordinaattien perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
Lohja;2287;Pitkäjärvi Kettukallio;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;327735.637;6699448.718;11002;0;Paikannettu karttapiirroksen perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
Padasjoki;2065;Kullasvuori;historiallinen;alusten hylyt;hylyt (puu);muu kohde;408835.528;6804702.78;11004;0;sanallisen selostuksen mukaan paikannettu, epätarkat paikkatiedot;Ei;28.12.01;28.01.11;0.00;0.00;k
Asikkala;2067;Kirnusaari 2;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;422461.144;6783753.273;11001;0;Paikannettu koordinaattien mukaan;Ei;28.12.01;28.01.11;0.00;0.00;k
Toivakka;2036;Haukkalampi;ei määritelty;alusten hylyt;ruuhet;muu kulttuuriperintökohde;439181.987;6880955.244;11004;0;Minkänimisen lammen? EI TARKKOJA PAIKKATIETOJA, paikannus sanallisen selostuksen mukaan.;Ei;27.12.01;28.01.11;0.00;0.00;k
Kuopio;1998;Kinnulanlahti 1;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;517975.813;6999750.759;11002;0;sanallisen selostuksen  sekä hylyn 1999 karttaliitteen perusteella paikannettu;Ei;17.12.01;28.01.11;0.00;0.00;k
Kuopio;2005;Ranta-Toivola 1;historiallinen;alusten hylyt;hylyt (puu);muu kohde;537233.139;6980604.546;11002;0;karttaliitteen perusteella paikannettu;Ei;18.12.01;28.01.11;0.00;0.00;k
Kruunupyy;2161;Hästölandet Verkträsket;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;299852.238;7074562.881;11001;0;Paikannettu koordinaattien mukaan;Ei;10.01.02;28.01.11;0.00;0.00;k
Helsinki;2094;Kustaanmiekan hylky 5;historiallinen;alusten hylyt;ei määritelty;muu kohde;388380.4;6668719.383;11002;0;Sanallisen selostuksen mukaan paikannettu;Ei;02.01.02;28.01.11;0.00;0.00;k
Helsinki;2101;Iso Mustasaari 12;historiallinen;alusten hylyt;hylyt (puu);muu kohde;387958.564;6669479.069;11002;0;Paikannettu karttaliitteen avulla, hieman epätarkat paikkatiedot  (kartan kohde nro 6);Ei;03.01.02;28.01.11;0.00;0.00;k
Helsinki;2102;Iso Mustasaari 13;historiallinen;alusten hylyt;hylyt (puu);muu kohde;387974.562;6669475.07;11002;0;Paikannettu karttaliitteen avulla, hieman epätarkat paikkatiedot (kartan kohde nro 6);Ei;03.01.02;28.01.11;0.00;0.00;k
Hollola;2058;Kirkonlahti;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);415734.911;6769632.92;11001;0;Paikannettu tutkimusten (Ihamäki & Koivikko 1998) karttaliitteen ja sanallisen selostuksen mukaan;Ei;28.12.01;28.01.11;0.00;0.00;k
Helsinki;2192;Äransgrundin höyrylaiva;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;382671.784;6650713.595;11004;0;Paikannettu Vaheri-Hyvärinen-Saari s. 279 kartan mukaan, epätarkat paikkatiedot;Ei;14.01.02;28.01.11;0.00;0.00;k
Virrat;2143;Liedenpohja;historiallinen;alusten hylyt;ei määritelty;muu kohde;328204.44;6921393.528;11004;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Virrat;2144;Nurminiemi;historiallinen;alusten hylyt;ei määritelty;muu kohde;327141.945;6902965.921;11003;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Ylöjärvi;2149;Antti;historiallinen;alusten hylyt;ei määritelty;muu kohde;331390.423;6859745.315;11003;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Raasepori;2291;Torsö 1;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;308040.814;6647236.606;11003;0;Paikannettu sanallisen kuvauksen ja karttapiirroksen perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
Lohja;2299;Pitkäjärvi;ei määritelty;alusten hylyt;ruuhet;löytöpaikka;328439.342;6701172.033;11002;0;Paikannettu karttapiirroksen perusteella.;Ei;12.11.04;28.01.11;0.00;0.00;k
Hanko;2268;Ruoppaaja Veli;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;273449.778;6635898.988;11001;0;Hylky on merkitty merikarttaan, CD-merikartta Läntinen Suomenlahti;Ei;05.11.04;28.01.11;0.00;0.00;k
Raasepori;2270;Jussarö 4;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;308294.764;6637740.431;11002;0;Ilmoittajan antamien GPS-koordinaattien ja kuvauksen perusteella.;Ei;08.11.04;28.01.11;0.00;0.00;k
Raasepori;2204;Slätlandet;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;307730.015;6633124.277;11002;0;Paikannettu piirroskartan ja sanallisen selosteen mukaan;Ei;14.01.02;28.01.11;0.00;0.00;k
Asikkala;2070;Lautasaari;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;423180.857;6783313.453;11001;0;Paikannettu koordinaattien mukaan;Ei;28.12.01;28.01.11;0.00;0.00;k
Salo;2031;Varvojärvi 1;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;301067.33;6704346.618;11002;0;paikannettu karttaliitteen perusteella;Ei;21.12.01;28.01.11;0.00;0.00;k
Asikkala;2033;Noukka Perlammi;historiallinen;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;431977.33;6779994.828;11001;0;Paikannettu koordinaattien mukaan;Ei;21.12.01;28.01.11;0.00;0.00;k
Lapinlahti;2002;Mäntylahti;ei määritelty;alusten hylyt;hylyt (puu);muu kohde;523821.384;7021252.128;11004;0;Paikannettu sanallisen selosteen mukaan, epätarkat paikkatiedot;Ei;17.12.01;28.01.11;0.00;0.00;k
Kuopio;2012;Aliina;historiallinen;alusten hylyt;ei määritelty;muu kohde;531014.688;6967157.927;11002;0;Paikannettu karttaliitteen mukaan;Ei;18.12.01;28.01.11;0.00;0.00;k
Puumala;1941;Korvenlahti;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;564745.759;6809689.467;11002;0;karttaliitteen mukaan paikannettu;Ei;13.12.01;28.01.11;0.00;0.00;k
Puumala;1942;Kylliönjärvi;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;572826.486;6813108.128;11002;0;sanallisen tiedon mukaan paikannettu, hieman epätarkat paikkatiedot;Ei;13.12.01;28.01.11;0.00;0.00;k
Hamina;2288;Kaapsaari;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;517278.342;6706781.686;11001;0;Paikannettu tarkastussukelluksen yhteydessä otettujen GPS-koordinaattien ja kartan perusteella.;Ei;10.11.04;28.01.11;0.00;0.00;k
Inkoo;2235;Antares;historiallinen;alusten hylyt;ei määritelty;muu kohde;345674.671;6649809.763;11002;0;Paikannettu Merivoimien tutkimuslaitoksen ilmoittamien koordinaattien perusteella.;Ei;30.06.04;28.01.11;0.00;0.00;k
Helsinki;2103;Iso Mustasaari 14;historiallinen;alusten hylyt;ei määritelty;muu kohde;387944.57;6669485.068;11002;0;Paikannettu karttaliitteen avulla, hieman epätarkat paikkatiedot  (kartan kohde nro 6);Ei;03.01.02;28.01.11;0.00;0.00;k
Puumala;1949;Selkäpäänlampi;ei määritelty;alusten hylyt;ei määritelty;muu kohde;561171.217;6805724.05;11002;0;paikannettu karttaliitteen mukaan;Ei;13.12.01;28.01.11;0.00;0.00;k
Mikkeli;1904;Korpijärvi;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;503531.255;6844454.211;11002;0;karttaliitteen mukaan paikannettu;Ei;12.12.01;28.01.11;0.00;0.00;k
Mikkeli;1911;Anttolan Kirkonkylänlahti 2;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;534730.763;6828289.853;11002;0;karttaliitteen perusteella paikannettu;Ei;12.12.01;28.01.11;0.00;0.00;k
Mikkeli;1912;Anttolan Kirkonkylänlahti 3;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;534703.777;6828224.874;11002;0;karttaliitteen perusteella paikannettu;Ei;12.12.01;28.01.11;0.00;0.00;k
Vöyri;1880;Synnerskäret 1;historiallinen;alusten hylyt;ei määritelty;muu kohde;240398.237;7040189.469;11003;0;Paikannettu karttapiirroksen perusteella, paikannustarkkuus n. 200 m.;Ei;11.12.01;28.01.11;0.00;0.00;k
Vöyri;1881;Veran 1;historiallinen;alusten hylyt;hylyt (puu);muu kohde;240470.197;7042109.698;11003;0;Paikannettu karttapiirroksen perusteella, paikannustarkkuus n. 200 m.;Ei;11.12.01;28.01.11;0.00;0.00;k
Ruovesi;2140;Visuvesi IV;historiallinen;alusten hylyt;ei määritelty;muu kohde;340033.81;6891884.432;11002;0;Paikannettu sanallisen selostuksen mukaan, hieman epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Virrat;2145;Mustalahti;historiallinen;alusten hylyt;ei määritelty;muu kohde;327092.961;6903859.566;11003;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;09.01.02;28.01.11;0.00;0.00;k
Helsinki;2093;Kustaanmiekan hylky 4;historiallinen;alusten hylyt;hylyt (puu);muu kohde;388379.398;6668720.382;11002;0;Sanallisen selostuksen mukaan paikannettu;Ei;02.01.02;28.01.11;0.00;0.00;k
